"CUSTOMER_WID","COLLECTION_EVENTS_NUM"
1029066940,10
1030282034,5
1030283117,2
1035167305,12
1035167411,4
1036387565,12
1037609929,10
1040055355,20
1043729723,6
1043730155,21
1046177177,4
1046177613,23
1047397997,2
1052290372,7
1052290699,2
1052291030,18
1053513219,2
1055967066,9
1057189234,11
1063316617,4
1063316946,10
1065776273,27
1068218326,17
1068218661,2
1068219745,2
1070674239,4
1073126679,4
1079272887,4
1085416406,6
1089105171,16
1094019394,2
1095244027,9
1097713711,4
1103869263,10
1105103445,8
1106333570,5
1106334221,8
1106334573,9
1107557376,6
1108792879,12
1110019567,2
1111254434,6
1111255529,9
1111255755,4
1113721981,7
1114959132,6
1116192958,6
1116194284,4
1119888285,2
1121123205,6
1122363418,9
1123597637,4
1124826855,4
1124828288,2
1126061981,2
1126061986,5
1128527358,6
1129768024,10
1129768027,5
1133479576,11
1133479577,6
1137821633,4
1141528204,9
1146479914,4
1148948887,2
1150183587,2
1155140454,6
1155141775,8
1156374650,2
1158857558,10
1160088760,5
1163800861,3
1164730635,8
1165042651,10
1168764418,8
1171245467,7
1173719456,5
1174964205,2
1176194035,6
1177438995,2
1179917763,2
1179919188,10
1179919726,8
1182405095,7
1184877022,3
1184878227,9
1186127497,4
1189844020,11
1191091073,2
1191092282,7
1193579235,9
1194819842,2
1198534030,4
1198534252,1
1198534257,6
1198534372,5
1198535564,2
1199779050,2
1199780040,8
1202273511,2
1202273516,7
1203197016,7
1203515852,2
1203516068,11
1203516396,8
1208218046,8
1208231958,9
1209730114,3
1209730984,8
1210974032,7
1212223560,10
1212224532,3
1213142682,6
1214706070,3
1214706513,2
1215958381,6
1217196343,8
1218439444,7
1218439572,13
1218440013,18
1219684946,2
1223422769,4
1228411972,4
1228412951,7
1238374744,4
1244616824,2
1244617582,6
1247120360,6
1250859933,2
1250860372,4
1250860373,5
1253365984,2
1254619151,4
1259606236,4
1259606841,4
1262106194,5
1264610254,7
1265859422,4
1270864672,4
1277122193,1
1279631699,2
1285879812,5
1295902667,2
1298419439,6
1298419872,2
1299674480,2
1315708806,3
1315969404,6
1317221282,2
1320990725,7
1322241376,2
1332292553,1
1333548786,2
1337314903,3
1338566624,3
1339824819,3
1339825253,6
1339825587,7
1347367430,2
1347368726,4
1352400383,4
1352401901,2
1357436294,3
1361218474,2
1364986287,2
1367519431,2
1369735207,2
1370038936,3
1371292642,4
1381379816,3
1381379924,2
1382644159,2
1382644317,2
1382644370,1
1386427049,4
1390213256,1
1391479957,2
1399043603,2
1404095149,2
1404095473,2
1407885610,2
1411677039,2
1415472026,1
1425585627,1
1426855148,1
1428121237,2
307573720,4
307574570,38
307574908,5
307574912,12
307575094,14
307575258,32
307575368,6
307575532,1
307575558,66
307575590,22
307575635,4
307575687,24
307575905,6
307576137,25
307576319,10
307576362,36
307576382,20
307576383,12
307576388,53
307576514,14
307576559,37
307576661,10
307576765,4
307576824,7
307576914,2
307576944,12
307577098,5
307577172,10
307577204,20
307577245,7
307577346,40
307577352,1
307577390,4
307577441,20
307577719,1
307577797,5
307577802,1
307577920,10
307577991,12
307578148,4
307578248,8
307578361,1
307578521,7
307578531,4
307578537,5
307578550,19
307578666,5
307578786,40
307578908,8
307578910,12
307578939,24
307579069,23
307579078,5
307579229,22
307579423,41
307579454,2
307579517,24
307579536,12
307579564,2
307579595,30
307579617,11
307579662,10
307579687,10
307579689,24
307579704,17
307579759,8
307579936,53
307580122,7
307580252,6
307580523,1
307580524,7
307580543,45
307580730,16
307580743,51
307580925,2
307580949,2
307580982,6
307581219,48
307581228,10
307581409,4
307581476,3
307581545,16
307581618,32
307581938,1
307581971,4
307581986,3
307582055,7
307582128,23
307582274,5
307582406,4
307582926,4
307582930,13
307582974,1
307582989,10
307583005,4
307583105,4
307583121,37
307583159,39
307583179,7
307583204,5
307583216,11
307583345,7
307583471,1
307583486,6
307583567,14
307583589,12
307583593,6
307583624,6
307583634,13
307583656,21
307583740,23
307584021,7
307584093,4
307584206,2
307584242,17
307584254,15
307584350,2
307584426,34
307584583,49
307584733,6
307584794,14
307584888,5
307585083,2
307585114,8
307585176,12
307585315,58
307585323,14
307585617,23
307585643,8
307585687,33
307585689,3
307585839,5
307585851,20
307585905,8
307586152,8
307586332,2
307586352,12
307586525,41
307586570,17
307586592,21
307586817,4
307586904,10
307586906,14
307587026,4
307587080,9
307587271,15
307587285,22
307593431,3
319947832,8
323296336,16
326643379,4
330854089,2
331692956,10
332538826,4
332538930,44
333394554,9
338502647,3
341077795,40
342769201,6
344473464,10
344474656,12
346176357,2
348731737,2
349585898,8
352150264,45
361574175,6
361575467,41
364150066,2
369342100,11
373705260,26
375445318,4
377202021,31
386857961,13
387735659,2
391251773,53
392136856,3
398322908,5
399211155,3
399211383,5
406329615,14
407225476,4
407225709,29
409909087,5
409909192,3
409909246,7
415290044,45
415295094,2
416195126,10
421875380,48
425095156,10
427970274,1
433378293,2
438001480,3
438002565,5
439837931,66
441675701,3
444434603,23
445351013,9
445352351,6
449961794,40
452740116,2
453670637,40
459249779,6
462977596,24
464848194,37
464849258,2
466664424,3
467600612,4
472415284,20
472893403,5
479881820,4
483873468,20
489792363,2
491753651,10
492241139,13
493198615,19
493199539,39
496590267,17
496895301,46
497032935,12
498226467,5
499018894,12
499019502,5
499982783,4
504802775,5
505791977,32
509663181,33
509663627,5
510635500,3
510637935,2
525309771,7
525311065,3
527276481,40
529242384,11
529243507,3
531216399,12
531229010,4
536161864,36
539134718,9
539135162,6
543111148,6
545099979,5
546097837,3
546098581,8
551996096,12
552003630,13
556104839,4
560522676,15
561630244,8
565497145,18
567231673,10
568052567,6
572063360,14
575785626,31
579021485,11
585167084,3
587172128,2
590552890,28
590556012,13
593561481,11
595488014,11
596603550,16
600665905,3
601278419,2
602008213,2
606734788,5
607748433,3
610646753,2
610782774,2
615851605,3
616112618,6
616878177,6
616880304,11
621459713,10
621620820,18
622978235,4
622979518,10
623993423,7
623994907,12
624795616,3
630107381,8
632070249,3
635188709,5
636229750,3
637220436,2
637890737,8
642344748,2
645426038,21
645426046,3
646006239,16
646716281,3
650540521,11
651569467,6
653611134,3
658364841,7
663747667,10
664060125,20
664898924,5
665439959,5
666646477,4
673117944,24
675171447,7
679256908,9
680878411,6
681029968,28
681352312,5
681360431,12
681456091,5
682775255,6
685097756,10
685098512,12
690820849,2
693117876,30
694259713,10
694260261,2
695403608,4
698830236,12
701126514,4
701127164,2
702273711,19
703444895,8
706875394,4
706876054,8
708027665,3
709180169,4
714899188,3
716051539,6
722939157,6
724089587,14
726404286,34
727554102,3
731004232,3
731005435,20
733317684,2
733317705,29
735627315,10
739097594,8
740255322,6
741405852,12
741405853,23
741405855,10
742559330,5
743725725,3
743726176,12
757624258,7
761107138,8
761107507,3
763428045,3
766916159,7
772729053,10
780891099,8
783222622,2
785560724,3
790227515,16
791397673,5
796077271,86
801964725,17
801965039,3
801965151,2
805491438,34
805491445,25
807843265,32
807843581,13
809012525,19
821920047,30
823117372,3
825470499,16
828989705,13
831350582,5
832521835,26
838401938,16
839582603,19
840757135,2
845485370,3
845486553,9
847847498,4
849023427,2
854945673,3
856121324,4
857300413,7
859671605,10
862043164,2
863228918,3
864409704,37
867967081,9
870345407,2
870345517,21
870345726,4
872711473,2
878644449,3
878644872,28
879838297,16
881018145,5
883400647,5
883400648,21
883400758,12
883401077,9
885776421,8
885776744,8
886961913,5
886963117,26
891723324,4
892920234,14
895305266,9
896492071,8
900063404,4
901253938,28
902444578,25
903639602,4
904837765,13
909606333,2
912002406,3
912002627,3
913189455,20
916775683,3
919169443,11
921568151,2
925156015,8
926357566,2
927550509,6
928750474,7
939541745,2
945546058,10
950352807,20
950352914,2
951551138,3
951551891,4
952763534,13
952763621,9
953959522,3
955165247,2
958775846,10
958776077,17
959978336,7
959979843,8
961179515,8
961179516,7
963589287,9
965998440,4
965999636,3
967210007,24
967210014,26
967210445,20
969619221,6
972032121,4
972032339,15
974442902,10
974443554,8
976857150,25
978074080,4
978074281,13
979274437,3
982903134,5
984108015,19
988956845,3
991374973,10
992576340,14
992577211,2
992577859,3
995003474,2
995012381,3
1002283463,6
1003489390,2
1003501830,24
1004716056,3
1004716216,14
1009563057,4
1009563796,10
1009563908,5
1010789078,8
1011996602,4
1011996916,12
1013211024,14
1013211550,9
1018090682,13
1020525855,2
1026618364,19
1026618589,2
1030283550,2
1031503014,8
1036386173,3
1036387570,14
1037609161,10
1037609167,4
1038832622,18
1046177839,2
1047397774,15
1047398423,2
1048623674,9
1053513217,6
1053513546,6
1062091384,12
1069443860,8
1069444842,3
1070674127,10
1070674245,14
1070674349,3
1071902376,12
1079272339,9
1085416077,3
1086639442,4
1087864066,12
1089104847,4
1090328083,6
1094019729,6
1097711710,2
1097713928,13
1098937087,12
1098937088,5
1100177599,4
1106333450,14
1106333777,21
1106334114,7
1106334670,6
1106334776,20
1106334780,9
1108790232,15
1108790455,4
1108792650,9
1112488816,3
1113721980,10
1113722628,17
1113723617,2
1116193624,4
1117420235,2
1121121973,8
1121123097,1
1121123318,8
1122363643,2
1122363970,2
1128527364,5
1128528013,6
1129768593,12
1129768816,2
1129769490,6
1130998005,6
1130998591,10
1132236429,6
1134715184,12
1147725246,4
1153895286,2
1163800535,2
1163800538,6
1171244271,5
1172473171,7
1173462627,2
1174963985,8
1174963997,11
1177438230,8
1177438658,2
1177438668,5
1182406413,7
1184877900,10
1186127492,2
1186127823,2
1192329316,10
1193578791,6
1194819623,5
1194820056,4
1195759366,2
1198535239,5
1201021909,2
1201022011,6
1202272751,7
1203515738,2
1204542122,4
1206003246,2
1206004345,2
1208250902,9
1209730224,6
1209730542,9
1209731209,10
1212223671,4
1214706292,11
1215957169,9
1218439894,5
1219685927,2
1220929637,6
1220929851,3
1223422984,5
1225652300,2
1228412515,2
1228412625,10
1232146864,2
1235890687,6
1237137384,8
1247120245,2
1247120467,9
1247120790,3
1253364783,2
1260858435,2
1260858546,4
1270864674,6
1270864885,2
1278381851,9
1279631696,6
1284624698,2
1289642353,2
1290896418,8
1290896531,4
1295902784,3
1298419871,2
1298419873,4
1304680153,3
1307183153,7
1308105097,5
1308441348,4
1313456623,4
1313456735,5
1314714119,6
1314714230,3
1320990395,2
1320990406,4
1326012949,2
1326013378,2
1331031042,5
1332291785,6
1333219615,3
1333547912,6
1334805149,7
1337315009,2
1338565752,7
1339483211,4
1339824924,5
1341082774,4
1342338764,3
1343602427,2
1348627238,2
1356179231,2
1361218695,4
1375073476,4
1375074458,3
1376336928,4
1380118673,2
1382644319,3
1382644761,1
1385164322,2
1386425968,4
1390213799,2
1391480834,2
1399043711,2
1399044150,2
1406620855,2
1409158529,2
1418000587,2
1419267522,2
1426855147,2
307572609,45
307574442,30
307574554,3
307574712,1
307574765,8
307574929,14
307575309,2
307575447,29
307575514,11
307575704,42
307575772,22
307575794,10
307575922,14
307575963,3
307576055,6
307576097,10
307576207,4
307576224,3
307576248,7
307576313,20
307576333,24
307576364,19
307576403,2
307576472,15
307576594,6
307576687,6
307576712,13
307576793,16
307576898,3
307576928,6
307576962,6
307577134,16
307577179,20
307577238,6
307577329,5
307577340,6
307577406,46
307577456,2
307577463,68
307577571,20
307577633,2
307577706,16
307577741,22
307577768,16
307577867,4
307577872,4
307578000,8
307578043,2
307578360,31
307578429,2
307578532,2
307578653,7
307578661,4
307578864,25
307578893,16
307578951,9
307579188,33
307579206,10
307579307,4
307579404,5
307579415,2
307579447,12
307579464,36
307579644,2
307579763,10
307579863,2
307579897,17
307579900,6
307580027,6
307580049,7
307580135,2
307580338,2
307580340,4
307580384,2
307580515,2
307580579,8
307580705,52
307580717,2
307580732,1
307580848,8
307580963,5
307581088,4
307581100,4
307581159,12
307581293,18
307581340,6
307581577,10
307581609,38
307581613,6
307581759,4
307581774,11
307581777,2
307581848,22
307582054,4
307582287,8
307582494,18
307582600,5
307582669,4
307582716,2
307582718,1
307582732,32
307582923,2
307582942,6
307583140,34
307583165,5
307583373,3
307583470,13
307583477,9
307583573,8
307583576,4
307583671,18
307583756,6
307583807,12
307583890,5
307584101,2
307584140,12
307584198,36
307584346,9
307584506,2
307584553,11
307584578,10
307584762,16
307584856,8
307585196,3
307585378,14
307585432,5
307585631,2
307585772,13
307585843,21
307585940,2
307585975,3
307585979,3
307586046,5
307586097,6
307586202,60
307586229,8
307586413,4
307586467,10
307586549,3
307586580,8
307586604,3
307586671,4
307586708,2
307586712,2
307586722,2
307586740,13
307586783,3
307586843,8
307586935,12
307586955,17
307592340,30
307592668,18
307593021,18
307593211,6
307594341,8
310788941,21
314951623,2
314952917,2
314953113,2
326638819,6
326640034,4
327486436,17
328330935,2
329169955,9
330010686,2
330854632,6
332540137,15
337647615,20
337648021,52
340220861,2
348731317,9
351293166,23
361574179,5
364150915,8
373705412,50
373706342,19
374576040,3
377201579,36
379847941,20
386858176,4
387738136,12
398323770,8
398323913,29
404544449,21
404546124,5
411704343,3
416194700,8
418034469,3
418047411,6
422393902,50
425234847,32
431900426,12
432498083,36
435212884,4
435239710,6
435351465,14
439837928,39
440756504,17
440756872,9
444433278,14
444434260,10
444435454,12
446276742,10
449961473,12
451818030,28
452741248,46
452741266,3
452741316,10
453672024,29
453672211,6
459250504,2
460183315,12
462977345,11
463912318,8
463913466,3
466667185,3
468550989,40
469584534,3
471387232,3
472357864,7
473276644,3
473277552,3
473278055,14
477976444,2
478242550,2
478735378,3
478918496,34
480296497,10
481772922,3
484615823,14
484623094,36
489981281,2
490330056,2
495650997,13
498421433,2
498947974,42
499018756,5
499018862,12
499018932,7
499020290,16
499981657,2
499982527,10
499982591,17
502868351,9
502869734,5
505791231,19
506761090,8
507722915,4
509663198,25
511607243,3
511607244,60
516485387,18
517462190,4
517465457,25
518440379,3
520395616,3
523346179,14
525310006,3
525310539,30
529241313,21
529241847,11
531229138,9
532212977,3
537149438,6
537149757,10
537149989,3
537150423,10
538138493,46
538139480,7
540125614,6
543111023,17
545099569,27
546098045,12
548525647,5
551996383,2
552992314,9
552993637,10
553674735,12
554003526,12
554998553,10
557198459,28
558006860,2
559016909,3
571064413,10
573725648,3
574132951,8
576081518,14
578074835,27
579109926,8
580732574,35
580999582,4
581021595,25
581115024,12
583140954,4
585150657,3
586163760,11
588017825,8
589563505,13
593562162,11
595254763,14
596606723,24
597623790,2
598654666,2
601213718,3
601673397,26
602688441,3
614021631,18
621501340,3
621566887,15
622976942,2
623175422,6
625018909,6
628221074,4
629089382,24
639133320,3
642688805,32
643369226,5
643371360,3
645426039,18
645965260,22
646413549,7
646413763,7
650540519,22
651562985,32
652592630,2
657711489,29
658737323,2
660788322,20
661411646,4
663151451,29
664897045,9
664900294,18
666940584,11
667383505,4
671054294,9
672545799,2
675172787,2
680333927,11
681360430,9
681707295,23
682775700,4
683945334,2
683945663,10
683945765,4
685097856,3
686239073,24
688527129,2
690820751,3
693117230,2
699977626,8
701126628,16
702273276,27
702273602,14
706876387,2
708027657,6
708028106,8
708028215,16
710319604,2
714898313,9
714898964,4
714899513,39
716053360,2
718347556,6
731005020,14
743725180,5
743725615,3
749515839,6
749516062,34
751838727,3
758787400,10
764596199,3
766915504,27
772729272,6
772730160,22
773895126,22
775064721,30
775064728,4
782056572,3
782057336,21
783222950,3
783224038,23
790227733,18
796077070,9
796077180,7
797254944,9
798426748,21
800795421,8
801965809,2
804309313,9
804309977,5
806661780,11
807842615,5
813701834,3
823109080,4
823116933,11
824288958,3
825470724,6
828989273,2
831349929,15
832523363,3
833698825,14
838400863,10
838401952,6
839582814,29
840756514,4
840756622,2
840757332,4
847846102,7
847846526,2
847846639,2
850204459,3
850205868,7
854945567,2
858487623,7
862044139,8
870345293,2
870345513,2
877457713,11
878643886,3
878644220,4
885775335,5
888160080,5
891722457,9
891723008,7
892921625,13
896491621,3
896492235,9
900063613,14
900064051,13
901253614,6
901254925,12
902443573,6
903639054,17
903639276,2
903639708,20
909607401,5
910798149,16
914387910,10
916776221,10
916776563,7
920365256,8
926356917,3
926357244,14
927550934,7
927551153,3
928748839,10
928750587,4
943144083,12
943150588,2
944346917,3
945546374,22
945546801,19
946749706,8
950351843,3
955165472,3
959979854,9
962393378,9
962393939,13
963589291,5
965999855,2
967209565,8
968418133,10
969619549,9
975657236,3
975657346,7
976856706,11
976856708,2
976857147,16
986527649,11
997435827,11
997436042,3
999853684,9
1001065385,16
1001066145,12
1002283900,11
1004716154,8
1009563055,3
1011996479,20
1011996909,4
1013211007,6
1013211756,16
1014433237,4
1018090680,14
1018091217,5
1018091328,15
1021736593,4
1021747829,18
1021747830,16
1026618050,3
1033942083,2
1033943497,7
1035167089,6
1036386063,11
1043729726,2
1044945784,6
1046178610,7
1047397989,2
1051063290,4
1054738439,4
1055966840,2
1057189007,6
1057189008,3
1057189232,12
1060860731,6
1060860733,2
1062091605,8
1064549819,9
1064550588,2
1068218443,2
1068219089,14
1069443856,4
1073126678,4
1074359817,5
1081726760,9
1085415528,13
1085416294,2
1089104621,11
1089105390,9
1095244473,5
1098937302,2
1100177263,2
1103868703,6
1105103001,9
1110019458,4
1111255194,4
1111255195,10
1111255526,7
1112487720,3
1112487937,13
1116194274,12
1117418695,8
1117418699,7
1119887182,8
1119887614,2
1122364077,2
1122364626,4
1126061985,2
1129769501,12
1129769607,2
1129769610,2
1132237674,3
1132237678,6
1137820538,9
1139053599,4
1139054156,4
1148948662,7
1148949973,19
1163800865,3
1163801084,4
1166280674,10
1167526245,8
1173718585,7
1173719012,2
1174701180,2
1174964206,2
1179919728,2
1181157045,4
1189842820,2
1189843586,2
1194820280,5
1198534145,6
1198534248,4
1198535238,7
1199779927,7
1208484705,7
1208485576,5
1209730768,8
1210974790,2
1210975332,2
1212223776,3
1214706623,8
1215957282,6
1217196670,4
1218438422,3
1218439573,2
1219685491,2
1224671845,8
1224672176,9
1225910220,6
1225911535,10
1227167964,2
1229347837,3
1229652999,8
1233397025,11
1233397242,5
1238374742,3
1244616928,4
1250859379,5
1250859384,8
1267103057,8
1269607015,5
1269607896,4
1270863564,3
1273372077,4
1280570969,3
1285879918,6
1288398233,3
1289643668,8
1290896207,2
1294654429,4
1295902888,2
1303428644,5
1305932871,2
1306897191,6
1307183591,7
1313456514,5
1313456516,2
1315971030,5
1315971570,5
1321998657,4
1322241375,5
1322242033,3
1323491905,6
1324757134,7
1324757191,2
1332292447,2
1332292774,2
1333228503,1
1333548675,5
1334803742,6
1337314789,6
1338565329,4
1339824825,4
1341082117,7
1341082772,4
1351146128,4
1351147429,2
1361218149,2
1364645853,2
1376335963,4
1380120809,3
1388950378,1
1390213697,2
1390214455,2
1400312521,2
1419268505,2
1420531938,1
1420532159,2
307572632,11
307573439,27
307574413,15
307574917,11
307575135,16
307575238,5
307575275,2
307575325,2
307575405,42
307575649,32
307575736,18
307575803,22
307575891,10
307575900,49
307575937,16
307576066,12
307576437,4
307576560,22
307576755,12
307576995,5
307577027,3
307577104,2
307577144,18
307577147,8
307577226,12
307577242,1
307577276,19
307577374,20
307577414,6
307577511,4
307577559,7
307577575,12
307577576,2
307577675,8
307577689,10
307577723,1
307577756,6
307577952,14
307578010,40
307578034,14
307578067,4
307578109,2
307578281,6
307578301,12
307578315,10
307578317,8
307578322,1
307578342,8
307578366,1
307578388,6
307578396,12
307578438,8
307578481,2
307578689,4
307578713,4
307578780,3
307578930,36
307579409,4
307579417,4
307579483,3
307579745,47
307579767,39
307579778,30
307579956,4
307579992,8
307580106,2
307580184,6
307580349,12
307580417,8
307580534,2
307580597,5
307580702,4
307580761,13
307580789,6
307580962,22
307581062,1
307581064,4
307581080,4
307581156,6
307581164,2
307581252,2
307581372,2
307581562,33
307581604,48
307581770,25
307581799,13
307581865,34
307581919,2
307582049,45
307582166,2
307582216,40
307582221,3
307582312,26
307582347,8
307582437,6
307582482,2
307582575,18
307582677,8
307582709,19
307582786,17
307582908,16
307582938,5
307583004,5
307583008,23
307583097,16
307583110,14
307583194,2
307583782,45
307583794,13
307583845,8
307583858,6
307583861,8
307583893,10
307583961,37
307584006,1
307584104,7
307584108,7
307584327,2
307584332,8
307584349,14
307584422,15
307584433,14
307584434,24
307584455,4
307584551,5
307584558,7
307584780,2
307584897,18
307585042,5
307585159,3
307585624,9
307585753,14
307585779,1
307585804,8
307585812,21
307585941,16
307585943,6
307586181,1
307586231,3
307586297,6
307586349,8
307586412,18
307586590,8
307586658,11
307586714,16
307587049,11
307587064,2
307587163,6
307587173,5
307587322,23
307587379,44
307591048,3
307591263,18
307592673,24
307593859,4
338502430,3
339356203,8
346176883,37
352148767,7
352149206,18
355571275,4
355572675,9
363288968,10
365017434,10
374574953,6
378084244,30
378961099,23
383344702,4
384223224,27
384224649,6
385978180,4
390366022,14
392137724,40
394781605,4
394781808,14
400987551,8
405436656,8
406328951,12
412598497,6
413497054,3
415293911,27
415294334,3
425233053,2
427970273,2
433396739,2
440756500,37
443513621,11
443513681,32
444434751,37
445351792,14
449961955,25
452739872,15
456455407,3
457386460,10
462977301,14
463913343,3
465838155,6
466434559,3
473277870,8
473278245,3
474202594,3
477029669,7
477976135,7
485301412,5
490334895,18
491281743,22
491882908,37
493200973,3
494136111,9
494663609,4
495115274,8
495120327,20
496001306,2
497032937,2
497037206,49
498947231,9
498947240,5
498948945,12
499982793,26
499983072,19
500943637,2
502868223,5
506756255,5
506760990,19
509672217,3
509672731,18
509673284,3
516484942,20
516485047,12
518439940,5
522362539,6
526291203,2
526291335,2
530230421,3
531227844,7
532212499,5
532212992,17
533201718,3
534184812,22
537149983,17
540124410,7
540124963,2
544099094,2
546098039,7
547098308,15
547099392,4
551997823,7
552728838,7
552993635,7
555004006,7
556605488,4
557527891,6
558529638,14
558530258,2
559016586,5
560020597,4
562027014,4
562030257,5
564041734,10
564107483,2
566667663,4
567310583,15
569057670,20
572066365,20
574737771,7
578076763,17
578101392,10
578688910,12
578901748,4
578912962,7
582132992,8
582134339,9
582134828,2
585278720,45
586139071,18
586768276,47
587089370,3
587172359,3
588498553,27
590556004,19
592733983,15
593561458,7
593561626,2
593561875,24
593562710,38
594038752,26
594587484,28
599654222,7
600994335,11
603691629,5
606354814,14
609773841,3
613824412,20
616752353,14
620760659,6
621791801,5
